target,pharm_action,gene,uniprot_id,drugbank_id
Serum paraoxonase/arylesterase 1,Unknown,PON1,P27169,DB01327
Interleukin-15,Unknown,IL15,P40933,DB01327
Interleukin-2,Unknown,IL2,P60568,DB01327
Hepatocyte growth factor receptor,Yes,MET,P08581,DB08875
Vascular endothelial growth factor receptor 2,Yes,KDR,P35968,DB08875
Proto-oncogene tyrosine-protein kinase receptor Ret,Yes,RET,P07949,DB08875
Xanthine dehydrogenase/oxidase,Yes,XDH,P47989,DB00437
Heat shock protein HSP 90-alpha,Yes,HSP90AA1,P07900,DB12442
Potassium-transporting ATPase alpha chain 1,Yes,ATP4A,P20648,DB01129
5-hydroxytryptamine receptor 3A,Yes,HTR3A,P46098,DB00904
5-hydroxytryptamine receptor 4,Unknown,HTR4,Q13639,DB00904
Mu-type opioid receptor,Unknown,OPRM1,P35372,DB00904
5-hydroxytryptamine receptor 1A,Unknown,HTR1A,P08908,DB00904
5-hydroxytryptamine receptor 1B,Unknown,HTR1B,P28222,DB00904
Solute carrier family 12 member 1,Unknown,SLC12A1,Q13621,DB02925
Sodium-dependent noradrenaline transporter,Yes,SLC6A2,P23975,DB00321
Sodium-dependent serotonin transporter,Yes,SLC6A4,P31645,DB00321
5-hydroxytryptamine receptor 2A,Yes,HTR2A,P28223,DB00321
5-hydroxytryptamine receptor 1A,Unknown,HTR1A,P08908,DB00321
Delta-type opioid receptor,Unknown,OPRD1,P41143,DB00321
Kappa-type opioid receptor,Unknown,OPRK1,P41145,DB00321
High affinity nerve growth factor receptor,Unknown,NTRK1,P04629,DB00321
BDNF/NT-3 growth factors receptor,Unknown,NTRK2,Q16620,DB00321
Alpha-1A adrenergic receptor,No,ADRA1A,P35348,DB00321
Alpha-1D adrenergic receptor,No,ADRA1D,P25100,DB00321
Alpha-2A adrenergic receptor,No,ADRA2A,P08913,DB00321
Histamine H1 receptor,No,HRH1,P35367,DB00321
Potassium voltage-gated channel subfamily KQT member 2,No,KCNQ2,O43526,DB00321
Potassium voltage-gated channel subfamily A member 1,No,KCNA1,Q09470,DB00321
Histamine H2 receptor,Unknown,HRH2,P25021,DB00321
Histamine H4 receptor,Unknown,HRH4,Q9H3N8,DB00321
Sigma non-opioid intracellular receptor 1,Unknown,SIGMAR1,Q99720,DB00321
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB00321
Alpha-1B adrenergic receptor,Unknown,ADRA1B,P35368,DB00321
5-hydroxytryptamine receptor 7,Unknown,HTR7,P34969,DB00321
5-hydroxytryptamine receptor 1D,Unknown,HTR1D,P28221,DB00321
Mu-type opioid receptor,Unknown,OPRM1,P35372,DB00321
5-hydroxytryptamine receptor 1B,Unknown,HTR1B,P28222,DB00321
5-hydroxytryptamine receptor 6,Unknown,HTR6,P50406,DB00321
Potassium voltage-gated channel subfamily KQT member 3,Unknown,KCNQ3,O43525,DB00321
5-hydroxytryptamine receptor 1C,Unknown,Htr2c,P08909,DB00321
Muscarinic acetylcholine receptor (Protein Group),Unknown,,,DB00321
HERG human cardiac K+ channel (Protein Group),Unknown,,,DB00321
Progesterone receptor,Yes,PGR,P06401,DB00396
Mineralocorticoid receptor,Yes,NR3C2,P08235,DB00396
Estrogen receptor alpha,Unknown,ESR1,P03372,DB00396
"Steroid 17-alpha-hydroxylase/17,20 lyase",Unknown,CYP17A1,P05093,DB00396
Kappa-type opioid receptor,Unknown,OPRK1,P41145,DB00396
Alpha-1-acid glycoprotein 1,Unknown,ORM1,P02763,DB00396
Glucocorticoid receptor,Unknown,NR3C1,P04150,DB00396
Androgen receptor,Unknown,AR,P10275,DB00396
Sex hormone-binding globulin,Unknown,SHBG,P04278,DB00396
Estrogen receptor beta,Unknown,ESR2,Q92731,DB00396
Voltage-dependent L-type calcium channel subunit alpha-1C,Yes,CACNA1C,Q13936,DB00270
Voltage-dependent calcium channel subunit alpha-2/delta-1,Yes,CACNA2D1,P54289,DB00270
Voltage-dependent L-type calcium channel subunit beta-2,Yes,CACNB2,Q08289,DB00270
Voltage-dependent T-type calcium channel subunit alpha-1H,Yes,CACNA1H,O95180,DB00270
Voltage-dependent calcium channel subunit alpha-2/delta-2,Yes,CACNA2D2,Q9NY47,DB00270
Voltage-dependent L-type calcium channel subunit alpha-1D,Yes,CACNA1D,Q01668,DB00270
Voltage-dependent L-type calcium channel subunit alpha-1S,Yes,CACNA1S,Q13698,DB00270
Peroxisome proliferator-activated receptor gamma,Yes,PPARG,P37231,DB01132
Amine oxidase [flavin-containing] B,Unknown,MAOB,P27338,DB01132
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Yes,CACNA1A,O00555,DB01244
Voltage-dependent T-type calcium channel subunit alpha-1H,Yes,CACNA1H,O95180,DB01244
Voltage-dependent calcium channel subunit alpha-2/delta-2,Yes,CACNA2D2,Q9NY47,DB01244
Sodium/potassium-transporting ATPase subunit alpha-1,Unknown,ATP1A1,P05023,DB01244
Potassium voltage-gated channel subfamily KQT member 1,Unknown,KCNQ1,P51787,DB01244
"Troponin C, slow skeletal and cardiac muscles",Unknown,TNNC1,P63316,DB01244
Calmodulin,Unknown,CALM1,P0DP23,DB01244
"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Unknown,PDE1B,Q01064,DB01244
"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Unknown,PDE1A,P54750,DB01244
Potassium voltage-gated channel subfamily H member 2,Unknown,KCNH2,Q12809,DB01244
Kappa-type opioid receptor,Yes,OPRK1,P41145,DB06230
Delta-type opioid receptor,Yes,OPRD1,P41143,DB06230
Mu-type opioid receptor,Yes,OPRM1,P35372,DB06230
Potassium voltage-gated channel subfamily A member 1,Yes,KCNA1,Q09470,DB06637
Potassium voltage-gated channel subfamily A member 2,Yes,KCNA2,P16389,DB06637
Potassium voltage-gated channel subfamily A member 3,Yes,KCNA3,P22001,DB06637
Potassium voltage-gated channel subfamily A member 4,Yes,KCNA4,P22459,DB06637
Potassium voltage-gated channel subfamily A member 5,Yes,KCNA5,P22460,DB06637
Potassium voltage-gated channel subfamily A member 6,Yes,KCNA6,P17658,DB06637
Potassium voltage-gated channel subfamily A member 7,Yes,KCNA7,Q96RP8,DB06637
Potassium voltage-gated channel subfamily A member 10,Yes,KCNA10,Q16322,DB06637
Potassium voltage-gated channel subfamily B member 1,Yes,KCNB1,Q14721,DB06637
Potassium voltage-gated channel subfamily B member 2,Yes,KCNB2,Q92953,DB06637
Potassium voltage-gated channel subfamily C member 1,Yes,KCNC1,P48547,DB06637
Potassium voltage-gated channel subfamily C member 2,Yes,KCNC2,Q96PR1,DB06637
Potassium voltage-gated channel subfamily C member 3,Yes,KCNC3,Q14003,DB06637
Potassium voltage-gated channel subfamily D member 1,Yes,KCND1,Q9NSA2,DB06637
Potassium voltage-gated channel subfamily D member 2,Yes,KCND2,Q9NZV8,DB06637
Potassium voltage-gated channel subfamily D member 3,Yes,KCND3,Q9UK17,DB06637
DNA,Yes,,,DB01042
DNA,Yes,,,DB00488
Mu-type opioid receptor,Yes,OPRM1,P35372,DB01183
Delta-type opioid receptor,Yes,OPRD1,P41143,DB01183
Kappa-type opioid receptor,Yes,OPRK1,P41145,DB01183
Cyclic AMP-responsive element-binding protein 1,No,CREB1,P16220,DB01183
Estrogen receptor alpha,No,ESR1,P03372,DB01183
Toll-like receptor 4,Unknown,TLR4,O00206,DB01183
Liver carboxylesterase 1,Unknown,CES1,P23141,DB01183
Catechol O-methyltransferase,Unknown,COMT,P21964,DB02342
Cytochrome P450 1A1,Unknown,CYP1A1,P04798,DB02342
Cytochrome P450 1B1,Unknown,CYP1B1,Q16678,DB02342
Cytochrome P450 19A1,Unknown,CYP19A1,P11511,DB02342
Hypoxia-inducible factor 1-alpha,Unknown,HIF1A,Q16665,DB02342
Adenosine receptor A2a,Yes,ADORA2A,P29274,DB00806
,Yes,,,DB00806
Adenosine receptor A1,Unknown,ADORA1,P30542,DB00806
5'-nucleotidase,Unknown,NT5E,P21589,DB00806
ATP-sensitive inward rectifier potassium channel 1,Yes,KCNJ1,P48048,DB00414
Vascular endothelial growth factor receptor 1,Yes,FLT1,P17948,DB08896
Vascular endothelial growth factor receptor 2,Yes,KDR,P35968,DB08896
Vascular endothelial growth factor receptor 3,Yes,FLT4,P35916,DB08896
Mast/stem cell growth factor receptor Kit,Yes,KIT,P10721,DB08896
Platelet-derived growth factor receptor alpha,Yes,PDGFRA,P16234,DB08896
Platelet-derived growth factor receptor beta,Yes,PDGFRB,P09619,DB08896
Fibroblast growth factor receptor 1,Yes,FGFR1,P11362,DB08896
Fibroblast growth factor receptor 2,Yes,FGFR2,P21802,DB08896
Angiopoietin-1 receptor,Yes,TEK,Q02763,DB08896
Discoidin domain-containing receptor 2,Yes,DDR2,Q16832,DB08896
High affinity nerve growth factor receptor,Yes,NTRK1,P04629,DB08896
Ephrin type-A receptor 2,Yes,EPHA2,P29317,DB08896
RAF proto-oncogene serine/threonine-protein kinase,Yes,RAF1,P04049,DB08896
Serine/threonine-protein kinase B-raf,Yes,BRAF,P15056,DB08896
Mitogen-activated protein kinase 11,Yes,MAPK11,Q15759,DB08896
Tyrosine-protein kinase FRK,Yes,FRK,P42685,DB08896
Tyrosine-protein kinase ABL1,Yes,ABL1,P00519,DB08896
Proto-oncogene tyrosine-protein kinase receptor Ret,Yes,RET,P07949,DB08896
Vascular endothelial growth factor receptor 1,Yes,FLT1,P17948,DB09079
Vascular endothelial growth factor receptor 2,Yes,KDR,P35968,DB09079
Vascular endothelial growth factor receptor 3,Yes,FLT4,P35916,DB09079
Platelet-derived growth factor receptor alpha,Yes,PDGFRA,P16234,DB09079
Platelet-derived growth factor receptor beta,Yes,PDGFRB,P09619,DB09079
Fibroblast growth factor receptor 1,Yes,FGFR1,P11362,DB09079
Fibroblast growth factor receptor 2,Yes,FGFR2,P21802,DB09079
Fibroblast growth factor receptor 3,Yes,FGFR3,P22607,DB09079
Receptor-type tyrosine-protein kinase FLT3,Unknown,FLT3,P36888,DB09079
Tyrosine-protein kinase Lck,Unknown,LCK,P06239,DB09079
Tyrosine-protein kinase Lyn,Unknown,LYN,P07948,DB09079
Proto-oncogene tyrosine-protein kinase Src,Unknown,SRC,P12931,DB09079
Cationic amino acid transporter 3,Unknown,SLC7A3,Q8WY07,DB00125
Arginine decarboxylase,Unknown,AZIN2,Q96A70,DB00125
Argininosuccinate lyase,Unknown,ASL,P04424,DB00125
"Nitric oxide synthase, inducible",Unknown,NOS2,P35228,DB00125
High affinity cationic amino acid transporter 1,Unknown,SLC7A1,P30825,DB00125
"Arginase-2, mitochondrial",Unknown,ARG2,P78540,DB00125
Cationic amino acid transporter 4,Unknown,SLC7A4,O43246,DB00125
Argininosuccinate synthase,Unknown,ASS1,P00966,DB00125
"Nitric oxide synthase, endothelial",Unknown,NOS3,P29474,DB00125
Estrogen receptor alpha,Yes,ESR1,P03372,DB00269
Dopamine D4 receptor,Yes,DRD4,P21917,DB00714
Dopamine D2 receptor,Yes,DRD2,P14416,DB00714
Dopamine D3 receptor,Yes,DRD3,P35462,DB00714
Dopamine D5 receptor,Unknown,DRD5,P21918,DB00714
Dopamine D1 receptor,Unknown,DRD1,P21728,DB00714
Alpha-2C adrenergic receptor,Unknown,ADRA2C,P18825,DB00714
Alpha-2B adrenergic receptor,Unknown,ADRA2B,P18089,DB00714
5-hydroxytryptamine receptor 1A,Unknown,HTR1A,P08908,DB00714
5-hydroxytryptamine receptor 2A,Unknown,HTR2A,P28223,DB00714
5-hydroxytryptamine receptor 2B,Unknown,HTR2B,P41595,DB00714
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB00714
Alpha-2A adrenergic receptor,Unknown,ADRA2A,P08913,DB00714
5-hydroxytryptamine receptor 1D,Unknown,HTR1D,P28221,DB00714
5-hydroxytryptamine receptor 1B,Unknown,HTR1B,P28222,DB00714
DNA,Yes,,,DB00553
Muscarinic acetylcholine receptor M3,Yes,CHRM3,P20309,DB01036
Muscarinic acetylcholine receptor M2,Yes,CHRM2,P08172,DB01036
Muscarinic acetylcholine receptor M5,Yes,CHRM5,P08912,DB01036
Muscarinic acetylcholine receptor M1,Yes,CHRM1,P11229,DB01036
Muscarinic acetylcholine receptor M4,Yes,CHRM4,P08173,DB01036
Mu-type opioid receptor,Yes,OPRM1,P35372,DB00854
Delta-type opioid receptor,Unknown,OPRD1,P41143,DB00854
Kappa-type opioid receptor,Unknown,OPRK1,P41145,DB00854
"Maltase-glucoamylase, intestinal",Yes,MGAM,O43451,DB04878
Thymidylate synthase,Yes,TYMS,P04818,DB00563
Bifunctional purine biosynthesis protein PURH,Yes,ATIC,P31939,DB00563
Dihydrofolate reductase,Yes,DHFR,P00374,DB00563
Tyrosine-protein kinase BTK,Yes,BTK,Q06187,DB09053
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB12110
P2Y purinoceptor 2,Yes,P2RY2,P41231,DB04786
"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Yes,SIRT5,Q9NXA8,DB04786
Follicle-stimulating hormone receptor,Yes,FSHR,P23945,DB04786
Ryanodine receptor 1,Unknown,RYR1,P21817,DB04786
Prothrombin,Unknown,F2,P00734,DB04786
"Phospholipase A2, membrane associated",Unknown,PLA2G2A,P14555,DB04786
Complement control protein C3,Unknown,Not Available,P68638,DB04786
Vascular endothelial growth factor receptor 1,Yes,FLT1,P17948,DB09078
Vascular endothelial growth factor receptor 2,Yes,KDR,P35968,DB09078
Vascular endothelial growth factor receptor 3,Yes,FLT4,P35916,DB09078
Fibroblast growth factor receptor 1,Yes,FGFR1,P11362,DB09078
Fibroblast growth factor receptor 2,Yes,FGFR2,P21802,DB09078
Fibroblast growth factor receptor 3,Yes,FGFR3,P22607,DB09078
Fibroblast growth factor receptor 4,Yes,FGFR4,P22455,DB09078
Platelet-derived growth factor receptor alpha,Yes,PDGFRA,P16234,DB09078
Proto-oncogene tyrosine-protein kinase receptor Ret,Yes,RET,P07949,DB09078
Mast/stem cell growth factor receptor Kit,Yes,KIT,P10721,DB09078
Poly [ADP-ribose] polymerase 1,Yes,PARP1,P09874,DB11793
Poly [ADP-ribose] polymerase 2,Yes,PARP2,Q9UGN5,DB11793
"Steroid 17-alpha-hydroxylase/17,20 lyase",Yes,CYP17A1,P05093,DB05812
Amine oxidase [flavin-containing] A,Yes,MAOA,P21397,DB00780
Amine oxidase [flavin-containing] B,Yes,MAOB,P27338,DB00780
Membrane primary amine oxidase,Unknown,AOC3,Q16853,DB00780
"4-aminobutyrate aminotransferase, mitochondrial",Unknown,ABAT,P80404,DB00780
Alanine aminotransferase 1,Unknown,GPT,P24298,DB00780
Alanine aminotransferase 2,Unknown,GPT2,Q8TD30,DB00780
Glutamic acid decarboxylase,Unknown,GAD65,Q9UGI5,DB00780
Sodium-dependent noradrenaline transporter,Yes,SLC6A2,P23975,DB00458
Sodium-dependent serotonin transporter,Yes,SLC6A4,P31645,DB00458
5-hydroxytryptamine receptor 2A,Unknown,HTR2A,P28223,DB00458
Histamine H1 receptor,No,HRH1,P35367,DB00458
Alpha-1A adrenergic receptor,No,ADRA1A,P35348,DB00458
Alpha-1D adrenergic receptor,No,ADRA1D,P25100,DB00458
Muscarinic acetylcholine receptor M1,No,CHRM1,P11229,DB00458
Muscarinic acetylcholine receptor M2,No,CHRM2,P08172,DB00458
Muscarinic acetylcholine receptor M3,No,CHRM3,P20309,DB00458
Muscarinic acetylcholine receptor M4,No,CHRM4,P08173,DB00458
Muscarinic acetylcholine receptor M5,No,CHRM5,P08912,DB00458
Potassium voltage-gated channel subfamily D member 2,No,KCND2,Q9NZV8,DB00458
Potassium voltage-gated channel subfamily D member 3,No,KCND3,Q9UK17,DB00458
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB00458
Alpha-1B adrenergic receptor,Unknown,ADRA1B,P35368,DB00458
5-hydroxytryptamine receptor 7,Unknown,HTR7,P34969,DB00458
D(1) dopamine receptor (Protein Group),Unknown,,,DB00458
Dopamine D2 receptor,Unknown,DRD2,P14416,DB00458
Potassium voltage-gated channel subfamily H member 2,Unknown,KCNH2,Q12809,DB00458
Sodium-dependent dopamine transporter,Unknown,SLC6A3,Q01959,DB00458
5-hydroxytryptamine receptor 1A,Unknown,HTR1A,P08908,DB00458
5-hydroxytryptamine receptor 6,Unknown,HTR6,P50406,DB00458
Potassium voltage-gated channel subfamily H member 1,Unknown,KCNH1,O95259,DB00458
Alpha-1-acid glycoprotein 2,Unknown,ORM2,P19652,DB00458
Sodium-dependent noradrenaline transporter,Unknown,SLC6A2,P23975,DB04821
Sodium-dependent dopamine transporter,Unknown,SLC6A3,Q01959,DB04821
Amine oxidase [flavin-containing] B,Unknown,MAOB,P27338,DB04821
Amine oxidase [flavin-containing] A,Unknown,MAOA,P21397,DB04821
Myeloperoxidase,Unknown,MPO,P05164,DB04821
Sodium-dependent serotonin transporter,Unknown,SLC6A4,P31645,DB04821
Synaptic vesicular amine transporter,Unknown,SLC18A2,Q05940,DB04821
Serine/threonine-protein kinase B-raf,Yes,BRAF,P15056,DB00398
RAF proto-oncogene serine/threonine-protein kinase,Yes,RAF1,P04049,DB00398
Vascular endothelial growth factor receptor 3,Yes,FLT4,P35916,DB00398
Vascular endothelial growth factor receptor 2,Yes,KDR,P35968,DB00398
Vascular endothelial growth factor receptor 1,Yes,FLT1,P17948,DB00398
Receptor-type tyrosine-protein kinase FLT3,Yes,FLT3,P36888,DB00398
Platelet-derived growth factor receptor beta,Yes,PDGFRB,P09619,DB00398
Mast/stem cell growth factor receptor Kit,Yes,KIT,P10721,DB00398
Fibroblast growth factor receptor 1,Yes,FGFR1,P11362,DB00398
Proto-oncogene tyrosine-protein kinase receptor Ret,Yes,RET,P07949,DB00398
Solute carrier family 12 member 1,Yes,SLC12A1,Q13621,DB00695
Carbonic anhydrase 2,No,CA2,P00918,DB00695
G-protein coupled receptor 35,Unknown,GPR35,Q9HC97,DB00695
Prostaglandin G/H synthase 1,Yes,PTGS1,P23219,DB13346
Prostaglandin G/H synthase 2,Yes,PTGS2,P35354,DB13346
Histone deacetylase 6,Unknown,HDAC6,Q9UBN7,DB13346
Histone deacetylase 10,Unknown,HDAC10,Q969S8,DB13346
Beta-1 adrenergic receptor,Yes,ADRB1,P08588,DB04861
Beta-2 adrenergic receptor,Unknown,ADRB2,P07550,DB04861
Beta-3 adrenergic receptor,Unknown,ADRB3,P13945,DB04861
Sodium channel protein type 10 subunit alpha,Yes,SCN10A,Q9Y5Y9,DB00281
Sodium channel protein type 9 subunit alpha,Yes,SCN9A,Q15858,DB00281
Sodium channel protein type 5 subunit alpha,Yes,SCN5A,Q14524,DB00281
Epidermal growth factor receptor,Unknown,EGFR,P00533,DB00281
Sodium channel protein type 4 subunit alpha,Unknown,SCN4A,P35499,DB00281
Alpha-1-acid glycoprotein 1,Unknown,ORM1,P02763,DB00281
Alpha-1-acid glycoprotein 2,Unknown,ORM2,P19652,DB00281
"Glutamate receptor ionotropic, kainate 1",Unknown,GRIK1,P39086,DB06354
Gamma-aminobutyric acid type B receptor subunit 1,Unknown,GABBR1,Q9UBS5,DB06354
Histamine H1 receptor,Yes,HRH1,P35367,DB00283
Muscarinic acetylcholine receptor M1,Yes,CHRM1,P11229,DB00804
Muscarinic acetylcholine receptor M3,Unknown,CHRM3,P20309,DB00804
Muscarinic acetylcholine receptor M2,Unknown,CHRM2,P08172,DB00804
5-hydroxytryptamine receptor 3A,Yes,HTR3A,P46098,DB00757
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB04871
Dopamine D3 receptor,Unknown,DRD3,P35462,DB06016
Dopamine D2 receptor,Unknown,DRD2,P14416,DB06016
5-hydroxytryptamine receptor 1A,Unknown,HTR1A,P08908,DB06016
5-hydroxytryptamine receptor 2B,Unknown,HTR2B,P41595,DB06016
5-hydroxytryptamine receptor 2A,Unknown,HTR2A,P28223,DB06016
Histamine H1 receptor,Unknown,HRH1,P35367,DB06016
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB06016
Alpha-1A adrenergic receptor,Unknown,ADRA1A,P35348,DB06016
Receptor-type tyrosine-protein kinase FLT3,Yes,FLT3,P36888,DB12141
Tyrosine-protein kinase receptor UFO,Yes,AXL,P30530,DB12141
ALK tyrosine kinase receptor,Yes,ALK,Q9UM73,DB12141
Serotonin Receptors (Protein Group),No,,,DB12141
Dihydropteroate synthase,Yes,folP,P0AC13,DB01015
"Glutamate receptor ionotropic, NMDA 2B",Yes,GRIN2B,Q13224,DB08954
"Glutamate receptor ionotropic, NMDA 1",Yes,GRIN1,Q05586,DB08954
G protein-activated inward rectifier potassium channel 1,Unknown,KCNJ3,P48549,DB08954
G protein-activated inward rectifier potassium channel 2,Unknown,KCNJ6,P48051,DB08954
G protein-activated inward rectifier potassium channel 4,Unknown,KCNJ5,P48544,DB08954
Tumor necrosis factor,Unknown,TNF,P01375,DB06444
Synaptic vesicular amine transporter,Yes,SLC18A2,Q05940,DB01454
Sodium-dependent noradrenaline transporter,Yes,SLC6A2,P23975,DB01454
Sodium-dependent serotonin transporter,Yes,SLC6A4,P31645,DB01454
Sodium-dependent dopamine transporter,Unknown,SLC6A3,Q01959,DB01454
5-hydroxytryptamine receptor 2A,Unknown,HTR2A,P28223,DB01454
5-hydroxytryptamine receptor 2B,Unknown,HTR2B,P41595,DB01454
5-hydroxytryptamine receptor 2C,Unknown,HTR2C,P28335,DB01454
Calcitonin gene-related peptide type 1 receptor,Unknown,CALCRL,Q16602,DB04869
Calcitonin gene-related peptide 1,Unknown,CALCA,P06881,DB04869
Glucocorticoid receptor,Yes,NR3C1,P04150,DB14649
Annexin A1,Unknown,ANXA1,P04083,DB14649
"Nitric oxide synthase, inducible",Unknown,NOS2,P35228,DB14649
Nuclear receptor subfamily 0 group B member 1,Unknown,NR0B1,P51843,DB14649
Nuclear receptor subfamily 1 group I member 2,Unknown,NR1I2,O75469,DB14649
Poly [ADP-ribose] polymerase 1,Yes,PARP1,P09874,DB09074
Poly [ADP-ribose] polymerase 2,Yes,PARP2,Q9UGN5,DB09074
Poly [ADP-ribose] polymerase 3,Yes,PARP3,Q9Y6F1,DB09074
Aldo-keto reductase family 1 member C3,Unknown,AKR1C3,P42330,DB09074
Cathepsin K,Unknown,CTSK,P43235,DB12239
Beta-2 adrenergic receptor,Yes,ADRB2,P07550,DB13139
Estrogen receptor alpha,Unknown,ESR1,P03372,DB02901
Mineralocorticoid receptor,Unknown,NR3C2,P08235,DB02901
Androgen receptor,Unknown,AR,P10275,DB02901
Estradiol 17-beta-dehydrogenase 1,Unknown,HSD17B1,P14061,DB02901
Potassium voltage-gated channel subfamily H member 2,Unknown,KCNH2,Q12809,DB01035
Sodium channel protein type 5 subunit alpha,Unknown,SCN5A,Q14524,DB01035
DNA (cytosine-5)-methyltransferase 1,Unknown,DNMT1,P26358,DB01035
Serine/threonine-protein kinase B-raf,Yes,BRAF,P15056,DB08881
ATP-binding cassette sub-family C member 8,Yes,ABCC8,Q09428,DB01124
ATP-sensitive inward rectifier potassium channel 1,Unknown,KCNJ1,P48048,DB01124
Human immunodeficiency virus type 1 protease,Yes,pol,Q72874,DB00503
Nuclear receptor subfamily 1 group I member 2,Unknown,NR1I2,O75469,DB00503
23S ribosomal RNA,Yes,,,DB06419
Inactive dihydropteroate synthase 2,Yes,folP2,P0C0X2,DB00250
Dihydropteroate synthase 1,Yes,folP1,P0C0X1,DB00250
Sodium channel protein type 5 subunit alpha,Yes,SCN5A,Q14524,DB01182
Potassium voltage-gated channel subfamily H member 2,Yes,KCNH2,Q12809,DB01182
Beta-1 adrenergic receptor,Unknown,ADRB1,P08588,DB01182
Beta-2 adrenergic receptor,Unknown,ADRB2,P07550,DB01182
